Injury Severity,Injury Severity Scale,Date,Time,Speed Limit,Weather,Driver At Fault,Surface Condition,Light,Traffic Control,Driver At Fault,Latitude,Longitude
SUSPECTED MINOR INJURY,2,05/07/2016,11:07:00 AM,10,CLEAR,No,,DAYLIGHT,STOP SIGN,No,39.10134833,-77.075775
POSSIBLE INJURY,1,05/24/2022,11:00:00 AM,35,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,38.94561,-77.12035
POSSIBLE INJURY,1,04/21/2022,02:30:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.01792,-77.07789833
POSSIBLE INJURY,1,05/11/2015,04:34:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,38.99188333,-77.07715167
SUSPECTED MINOR INJURY,2,08/25/2015,09:16:00 AM,55,CLEAR,No,DRY,DAYLIGHT,,No,39.082503,-77.17246
SUSPECTED MINOR INJURY,2,10/10/2022,04:54:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.11364,-77.24167833
POSSIBLE INJURY,1,03/30/2019,02:40:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.19958,-77.06581167
POSSIBLE INJURY,1,03/15/2021,11:01:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.14834083,-77.1465005
POSSIBLE INJURY,1,01/22/2018,11:02:00 AM,50,CLEAR,No,DRY,,TRAFFIC SIGNAL,No,39.05773371,-76.96858406
SUSPECTED MINOR INJURY,2,12/27/2022,11:05:00 PM,25,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.05491817,-77.05015767
POSSIBLE INJURY,1,07/06/2022,06:12:00 PM,35,CLOUDY,Yes,DRY,DUSK,TRAFFIC SIGNAL,Yes,39.04144667,-77.15930667
SUSPECTED MINOR INJURY,2,05/05/2015,04:36:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.00328667,-77.077335
POSSIBLE INJURY,1,10/02/2018,03:38:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.0038,-77.13811333
SUSPECTED MINOR INJURY,2,05/13/2019,02:50:00 PM,35,RAINING,Yes,WET,DAYLIGHT,,Yes,39.11345173,-77.26854959
POSSIBLE INJURY,1,10/24/2022,06:50:00 AM,35,,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.01366833,-77.00367
POSSIBLE INJURY,1,10/14/2021,04:30:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.04101333,-77.17522167
POSSIBLE INJURY,1,09/13/2018,09:36:00 AM,40,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.19364333,-77.27021333
POSSIBLE INJURY,1,11/27/2020,12:50:00 PM,35,,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.03345833,-77.04899833
SUSPECTED MINOR INJURY,2,10/27/2016,07:41:00 AM,40,CLOUDY,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.17513667,-77.253475
POSSIBLE INJURY,1,08/10/2017,03:00:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.14550167,-77.21990667
SUSPECTED MINOR INJURY,2,12/23/2021,10:45:00 AM,0,CLEAR,Yes,,DAYLIGHT,NO CONTROLS,Yes,39.03652712,-77.05638276
POSSIBLE INJURY,1,05/06/2016,10:44:00 AM,45,RAINING,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.031865,-77.048485
POSSIBLE INJURY,1,08/12/2020,04:34:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14906667,-77.16711
POSSIBLE INJURY,1,06/24/2021,08:15:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.07706667,-76.94257833
SUSPECTED MINOR INJURY,2,07/31/2018,10:03:00 PM,40,CLEAR,No,DRY,DARK NO LIGHTS,NO CONTROLS,No,39.10521667,-77.03868833
POSSIBLE INJURY,1,11/05/2017,06:12:00 PM,30,,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.06703889,-76.94781303
POSSIBLE INJURY,1,02/03/2019,02:30:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.05719867,-77.07317883
SUSPECTED MINOR INJURY,2,03/21/2016,02:10:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.04008319,-76.99706644
POSSIBLE INJURY,1,07/08/2018,07:27:00 PM,45,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.12099833,-77.17506
SUSPECTED MINOR INJURY,2,06/03/2016,04:28:00 PM,30,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.15950333,-77.07750333
SUSPECTED MINOR INJURY,2,02/23/2018,10:00:00 PM,30,RAINING,No,WET,DARK NO LIGHTS,,No,39.14629167,-77.23513667
POSSIBLE INJURY,1,06/28/2022,12:20:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.15897833,-77.21970577
POSSIBLE INJURY,1,07/09/2020,08:45:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,STOP SIGN,No,39.15918667,-77.295575
SUSPECTED SERIOUS INJURY,3,10/06/2019,02:39:00 PM,40,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.10245,-77.14183667
POSSIBLE INJURY,1,08/07/2020,03:35:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.04096067,-77.0571025
SUSPECTED MINOR INJURY,2,12/04/2022,12:56:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.115855,-77.21625
SUSPECTED SERIOUS INJURY,3,04/26/2023,09:27:00 PM,50,,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.04662,-76.98685
POSSIBLE INJURY,1,12/06/2017,08:35:00 AM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.015095,-77.10067333
SUSPECTED MINOR INJURY,2,05/09/2016,08:35:00 AM,40,CLEAR,No,DRY,DAYLIGHT,,No,38.99390248,-76.99256569
POSSIBLE INJURY,1,03/12/2020,05:22:00 PM,25,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.07608846,-77.16236928
SUSPECTED MINOR INJURY,2,11/10/2022,03:42:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,Yes,39.05608879,-76.95423762
POSSIBLE INJURY,1,06/04/2019,10:25:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.99452592,-77.03641085
POSSIBLE INJURY,1,12/13/2018,04:34:00 PM,25,CLEAR,Yes,DRY,DUSK,NO CONTROLS,Yes,39.17259408,-77.15680747
POSSIBLE INJURY,1,10/30/2015,07:49:00 AM,30,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.18148167,-77.27627167
POSSIBLE INJURY,1,03/12/2015,05:47:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.10993,-77.27971
POSSIBLE INJURY,1,09/10/2018,09:32:00 PM,35,FOGGY,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.18388167,-77.27354
POSSIBLE INJURY,1,01/13/2023,09:23:00 AM,25,CLOUDY,Yes,WET,DAYLIGHT,STOP SIGN,Yes,39.06481833,-77.06539167
POSSIBLE INJURY,1,04/29/2016,05:08:00 PM,30,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.14330013,-77.20076144
POSSIBLE INJURY,1,07/29/2015,09:47:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,,Yes,39.17052667,-77.17726667
SUSPECTED MINOR INJURY,2,06/27/2023,01:49:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.10259667,-77.22110333
SUSPECTED MINOR INJURY,2,10/18/2016,11:00:00 AM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.09137167,-77.24879333
POSSIBLE INJURY,1,12/26/2018,02:18:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.03825167,-77.05857
POSSIBLE INJURY,1,11/01/2016,07:37:00 AM,50,CLOUDY,No,DRY,DAWN,NO CONTROLS,No,39.060455,-77.28181667
SUSPECTED MINOR INJURY,2,06/03/2022,09:33:00 PM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.09681282,-77.19468247
POSSIBLE INJURY,1,10/23/2019,06:25:00 PM,25,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.04236833,-77.05174333
POSSIBLE INJURY,1,02/28/2022,04:56:00 PM,35,,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.04437167,-77.06351
POSSIBLE INJURY,1,12/27/2017,08:25:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.01623167,-77.04274167
SUSPECTED MINOR INJURY,2,04/26/2022,06:11:00 AM,30,CLEAR,No,DRY,DUSK,TRAFFIC SIGNAL,No,39.08099338,-76.94635583
POSSIBLE INJURY,1,12/06/2018,04:48:00 PM,35,CLOUDY,No,DRY,DUSK,TRAFFIC SIGNAL,No,39.07721852,-76.94257368
POSSIBLE INJURY,1,10/16/2016,10:00:00 AM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.09945667,-77.00352333
POSSIBLE INJURY,1,04/23/2023,04:30:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.13041333,-77.07117667
SUSPECTED MINOR INJURY,2,06/09/2015,09:10:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.10479667,-77.19034167
POSSIBLE INJURY,1,05/25/2020,05:51:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,38.983115,-77.01530333
SUSPECTED MINOR INJURY,2,07/09/2017,02:03:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.13531572,-77.16829062
SUSPECTED MINOR INJURY,2,12/11/2019,09:00:00 AM,35,,No,WET,DAYLIGHT,STOP SIGN,No,39.14619631,-77.14502637
SUSPECTED MINOR INJURY,2,07/05/2017,03:17:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.02304833,-77.06696667
SUSPECTED MINOR INJURY,2,01/23/2018,01:52:00 AM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.14208318,-76.99857116
POSSIBLE INJURY,1,10/05/2022,02:53:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.17258767,-77.17862633
POSSIBLE INJURY,1,12/02/2020,06:17:00 PM,35,,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.00251203,-77.09737042
POSSIBLE INJURY,1,11/08/2016,07:34:00 AM,45,CLEAR,No,DRY,DAYLIGHT,WARNING SIGN,No,39.10925833,-76.92307167
POSSIBLE INJURY,1,01/10/2023,05:00:00 PM,35,CLEAR,No,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,No,39.02231667,-77.07634167
POSSIBLE INJURY,1,07/29/2016,12:23:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.12204832,-77.17816785
SUSPECTED MINOR INJURY,2,09/11/2015,05:40:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.00269167,-77.10995833
POSSIBLE INJURY,1,05/20/2015,11:06:00 AM,55,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.16088012,-77.23277092
POSSIBLE INJURY,1,03/28/2016,01:00:00 PM,45,,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.03996333,-76.99711167
POSSIBLE INJURY,1,07/12/2019,05:20:00 PM,40,,No,DRY,DAYLIGHT,,No,39.10036167,-77.18514333
POSSIBLE INJURY,1,05/09/2015,05:37:00 PM,45,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.08377167,-77.07843
POSSIBLE INJURY,1,05/16/2017,10:10:00 PM,50,,Yes,DRY,DARK NO LIGHTS,,Yes,39.16819,-77.39230333
POSSIBLE INJURY,1,04/28/2023,09:04:00 AM,30,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.220355,-77.42103
SUSPECTED MINOR INJURY,2,07/29/2022,10:35:00 PM,25,CLEAR,No,DRY,DARK -- UNKNOWN LIGHTING,STOP SIGN,No,39.1743112,-77.2133635
SUSPECTED MINOR INJURY,2,02/03/2016,05:56:00 PM,25,FOGGY,No,WET,DARK LIGHTS ON,,No,39.11620833,-77.263875
POSSIBLE INJURY,1,12/12/2018,04:00:00 PM,30,CLOUDY,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,38.98726,-77.10328333
POSSIBLE INJURY,1,11/24/2021,09:23:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,,No,38.9950988,-77.02488606
POSSIBLE INJURY,1,06/08/2023,03:27:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,38.99187,-77.09802333
POSSIBLE INJURY,1,04/21/2022,05:19:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.14488733,-77.1444605
POSSIBLE INJURY,1,07/24/2019,06:20:00 PM,45,,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.19831167,-77.24555667
SUSPECTED MINOR INJURY,2,10/23/2022,07:30:00 PM,40,RAINING,Yes,WET,DARK LIGHTS ON,,Yes,39.21759981,-77.2385984
SUSPECTED MINOR INJURY,2,07/24/2018,08:47:00 AM,25,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.074295,-77.11566667
SUSPECTED MINOR INJURY,2,06/19/2019,03:27:00 PM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14664167,-77.05056333
POSSIBLE INJURY,1,06/08/2019,08:53:00 PM,35,CLEAR,No,DRY,DARK NO LIGHTS,STOP SIGN,No,38.99438,-76.99271
POSSIBLE INJURY,1,01/20/2023,09:07:00 AM,35,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.18147167,-77.26969767
SUSPECTED MINOR INJURY,2,06/07/2020,03:58:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.15389333,-77.16931833
SUSPECTED MINOR INJURY,2,11/16/2021,08:41:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.058585,-77.152045
SUSPECTED MINOR INJURY,2,08/08/2016,12:27:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.11082167,-77.17442
POSSIBLE INJURY,1,09/06/2016,06:37:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.14058833,-77.202405
SUSPECTED MINOR INJURY,2,10/17/2015,11:30:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,OTHER,Yes,39.093365,-76.99624167
SUSPECTED MINOR INJURY,2,05/19/2016,05:30:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.17499667,-77.25376833
POSSIBLE INJURY,1,06/07/2022,04:49:00 PM,35,RAINING,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.15905594,-77.16030279
SUSPECTED MINOR INJURY,2,11/12/2015,07:25:00 AM,35,CLEAR,No,DRY,DAYLIGHT,YIELD SIGN,No,39.01321833,-77.04168
POSSIBLE INJURY,1,07/10/2023,09:26:00 AM,55,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,38.97348167,-77.178765
POSSIBLE INJURY,1,09/18/2017,04:24:00 PM,5,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.99553,-77.05396833
POSSIBLE INJURY,1,04/22/2019,09:08:00 PM,30,,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.151805,-77.20023167
POSSIBLE INJURY,1,04/23/2021,01:06:00 PM,15,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.17737833,-77.27081
POSSIBLE INJURY,1,04/12/2021,06:09:00 PM,45,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03939067,-76.997925
POSSIBLE INJURY,1,04/09/2022,08:12:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.05129867,-77.07423433
SUSPECTED MINOR INJURY,2,10/23/2022,01:40:00 PM,40,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.1317957,-77.22560272
SUSPECTED MINOR INJURY,2,12/27/2021,12:17:00 AM,25,CLEAR,Unknown,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Unknown,39.03890833,-77.05071333
POSSIBLE INJURY,1,08/04/2020,03:18:00 PM,45,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.07252833,-77.077785
POSSIBLE INJURY,1,12/30/2019,05:02:00 PM,30,FOGGY,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.2895115,-77.205736
SUSPECTED MINOR INJURY,2,10/02/2016,04:06:00 PM,15,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.04034333,-77.05627333
SUSPECTED MINOR INJURY,2,04/07/2017,11:36:00 PM,30,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.06063182,-77.04496935
POSSIBLE INJURY,1,06/20/2017,01:12:00 AM,35,CLEAR,No,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,No,39.18403333,-77.27343
POSSIBLE INJURY,1,02/07/2018,11:28:00 AM,40,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.07858183,-77.13116017
SUSPECTED MINOR INJURY,2,05/19/2016,05:36:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03180333,-77.23330167
POSSIBLE INJURY,1,06/05/2018,09:20:00 AM,55,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.07984833,-77.170795
SUSPECTED MINOR INJURY,2,02/26/2018,05:33:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.04132667,-77.171275
POSSIBLE INJURY,1,03/15/2017,03:30:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10634833,-77.14953167
SUSPECTED MINOR INJURY,2,06/28/2021,04:20:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.23933233,-77.28013317
POSSIBLE INJURY,1,02/27/2023,06:45:00 PM,30,RAINING,Yes,WET,DARK LIGHTS ON,NO CONTROLS,Yes,39.14053625,-77.2053119
POSSIBLE INJURY,1,01/19/2018,01:12:00 PM,15,CLEAR,Yes,,DAYLIGHT,,Yes,39.144375,-77.220095
POSSIBLE INJURY,1,10/12/2019,01:03:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,38.99460544,-77.03637746
POSSIBLE INJURY,1,09/29/2018,01:00:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.09688433,-77.19451233
POSSIBLE INJURY,1,02/19/2022,01:37:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,38.995565,-77.07710167
POSSIBLE INJURY,1,01/16/2018,09:06:00 AM,30,CLOUDY,No,DRY,DAYLIGHT,,No,39.090625,-77.179285
POSSIBLE INJURY,1,07/01/2016,08:01:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.07345,-77.11189
POSSIBLE INJURY,1,09/03/2020,07:43:00 PM,45,RAINING,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.06146167,-77.09174667
POSSIBLE INJURY,1,02/13/2015,06:55:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.11553167,-77.16623167
SUSPECTED MINOR INJURY,2,09/25/2022,12:22:00 AM,30,CLEAR,No,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,No,39.07916718,-77.20198362
POSSIBLE INJURY,1,09/23/2022,07:07:00 PM,30,CLEAR,Unknown,DRY,DUSK,NO CONTROLS,Unknown,39.09146118,-77.15301514
POSSIBLE INJURY,1,07/05/2019,07:20:00 AM,50,CLOUDY,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.18358167,-77.11244
POSSIBLE INJURY,1,06/04/2018,06:00:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.19655803,-77.24461287
SUSPECTED MINOR INJURY,2,06/27/2022,08:49:00 PM,35,,Yes,DRY,DARK LIGHTS ON,,Yes,39.10712,-77.15974833
SUSPECTED MINOR INJURY,2,07/20/2021,11:11:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.06682067,-77.15382067
POSSIBLE INJURY,1,10/07/2015,07:56:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.05909,-77.12163833
POSSIBLE INJURY,1,11/20/2020,06:15:00 PM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.16019147,-77.1922513
POSSIBLE INJURY,1,01/24/2017,08:08:00 AM,40,CLEAR,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.01525,-76.97736
POSSIBLE INJURY,1,06/05/2023,08:09:00 AM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.15612467,-77.21668258
SUSPECTED MINOR INJURY,2,01/29/2015,02:58:00 PM,50,CLOUDY,No,DRY,DAYLIGHT,,No,39.154355,-77.1798
SUSPECTED MINOR INJURY,2,01/25/2020,06:00:00 PM,35,,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.12133,-77.15899667
POSSIBLE INJURY,1,05/29/2018,03:20:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.97337333,-77.12187333
POSSIBLE INJURY,1,04/05/2022,07:27:00 PM,30,RAINING,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.10523948,-77.1965157
POSSIBLE INJURY,1,02/10/2023,09:01:00 AM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.988165,-77.09503
SUSPECTED MINOR INJURY,2,11/01/2016,04:58:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,,No,39.16165,-77.16453167
POSSIBLE INJURY,1,03/29/2016,02:55:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.00452333,-77.07747667
SUSPECTED MINOR INJURY,2,04/27/2023,10:15:00 PM,50,CLEAR,No,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,No,39.07378667,-76.95554
SUSPECTED MINOR INJURY,2,09/04/2015,09:40:00 AM,35,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.17327667,-77.28365167
POSSIBLE INJURY,1,12/31/2015,08:56:00 AM,45,CLEAR,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.118745,-77.021395
POSSIBLE INJURY,1,09/14/2017,03:40:00 PM,40,,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10264833,-77.21989667
POSSIBLE INJURY,1,10/24/2018,06:01:00 AM,35,CLEAR,No,DRY,DARK LIGHTS ON,,No,39.01705,-77.1603
POSSIBLE INJURY,1,10/19/2017,12:45:00 PM,30,,No,UNKNOWN,DAYLIGHT,TRAFFIC SIGNAL,No,39.017175,-77.20748167
POSSIBLE INJURY,1,03/04/2015,09:14:00 AM,40,RAINING,No,WET,DAYLIGHT,,No,39.03233667,-77.02302667
SUSPECTED SERIOUS INJURY,3,02/19/2020,04:25:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.14174333,-77.15166
POSSIBLE INJURY,1,11/10/2015,05:49:00 PM,45,RAINING,No,WET,DARK LIGHTS ON,NO CONTROLS,No,39.00347333,-77.035595
SUSPECTED MINOR INJURY,2,11/27/2017,12:10:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.04113767,-77.1099895
POSSIBLE INJURY,1,10/27/2017,04:30:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.08552333,-77.16628
SUSPECTED MINOR INJURY,2,11/14/2020,10:23:00 PM,55,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.04893457,-77.15110517
POSSIBLE INJURY,1,12/20/2021,09:10:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.05581383,-77.05001
POSSIBLE INJURY,1,09/24/2016,01:47:00 PM,30,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.04576667,-76.985485
SUSPECTED MINOR INJURY,2,10/05/2016,10:10:00 AM,45,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.08510948,-77.07858682
SUSPECTED MINOR INJURY,2,04/02/2016,05:32:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.15410833,-77.25287333
POSSIBLE INJURY,1,05/29/2018,08:59:00 AM,35,OTHER,No,DRY,DAYLIGHT,NO CONTROLS,No,38.98155,-77.07725167
POSSIBLE INJURY,1,05/17/2017,09:29:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.04503603,-77.06482172
SUSPECTED MINOR INJURY,2,06/16/2016,09:52:00 PM,30,RAINING,Yes,WET,DARK NO LIGHTS,NO CONTROLS,Yes,39.071125,-77.10013667
SUSPECTED MINOR INJURY,2,11/22/2019,05:56:00 PM,30,CLEAR,No,DRY,DARK LIGHTS ON,STOP SIGN,No,39.1397292,-77.19642089
POSSIBLE INJURY,1,06/02/2019,02:40:00 PM,40,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.17694,-77.27024333
POSSIBLE INJURY,1,04/03/2018,06:40:00 PM,35,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.01698,-77.043295
SUSPECTED MINOR INJURY,2,04/22/2022,06:00:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.02412333,-77.01113
SUSPECTED MINOR INJURY,2,07/10/2016,01:02:00 PM,40,CLEAR,Yes,"MUD, DIRT, GRAVEL",DAYLIGHT,,Yes,39.12682,-77.45273833
SUSPECTED MINOR INJURY,2,11/23/2015,10:12:00 AM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.11081594,-77.18805313
SUSPECTED MINOR INJURY,2,10/01/2021,05:14:00 PM,55,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.157655,-77.22714333
SUSPECTED MINOR INJURY,2,12/16/2015,04:12:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.12993833,-77.22829333
